label,text
4,i m writing chapter almost done 
0,feels helpless right now my lola is in the hospital not doing good her children are making a big decision of their lives 
0, miley i can t see u pic 
0,i ve drank for too much summer fruit juice and am now feeling worse for it oh the pain 
0,and it s burning under my skin 
4, yes it s one of the endearing qualities of japanese 
4,drizzling monday morning it s june payroll already th month of the year whew let s go team lord your grace is enough 
4,just watched the new moon trailer i m so ecited 
0, first the nuggets now the cavaliers aww man 
4, you make it sound so easy 
4,good mornin today will end early woo gonna work on rick s surprise project due on tuesday 
4, well well so sorry let s dance it s fabulous hobby
4,gonna do a dual boot of windows vista and windows rc 
0, she will be after she has surgery takes weeks to recover it s so sad seeing her not able to walk 
0, file download doesnt work mate not found 
0, im glad your having a good second day off i ve spent my nd day having to do the garden too many bugs not my style 
4,one day just one day ill stop being a bitch 
0,owen s having a rough morning 
0,you re going to leave without me aren t you 
0,just got home so tired saw the bands getting ready as well for the gethsemane parish fiesta 
0,going to lay down and take a nap not feeling well today argh 
4,renee showed odette off to dad today he seemed a bit creeped out so glad she loves it had a blast making her 
4,going to see night at the museum 
0, well i don t know if free speech works here 
4,in my graphics lesson work nearly done yay 
0, its usb ssh it works without anything done you don t even need openssh with it just no terminal commands 
0, sigh wish i had more time and i m extremely self conscious about my writing i made errors grammar etc last time 
4, thanks i am getting some great feedback on the words glad to see that they are helping more than just me 
4, if u need any advice with bfing i m here to help 
0,too much has happend i know i ll always forgive but i will never forget hurt 
4,about to go to work then tomorrow i have the whollle day off yay me 
0,noooo drop by articledashboard com
0,dang i could cook dinner on the hood of the car it s so darn hot here 
4, actually left the book behind o and took my ipod much harder to see when you listen to audiobooks but didn t had great fun 
0, but the giants lost 
4, yes people care i care too i just don t think to say it right away o happy caring people caring for you and kin 
4,is scabbin some free music off ng god bless tom fulp 
4,on the way home its a beautiful day 
0,i m such a slacker these days 
0, i m sure you ll miss her 
0,mann i smell beef noodles i want either chicken or surry ones 
0, no joy on the video chat link 
0,arrived at emilys at last night haha and this morning i found out there is no more meezybby in twitter land 
4, saw dadnapped for the first tim on uk premiere last night did a great job it was awesome x
0, ohh and where are you seeking that 
0, you caught that tweet all late stuff you fail 
0, no way that s horrible hope it improves soon 
0,my head hurts 
4, alternatively a trip to antartica a little less practical though considering this is just a beer we re talking about 
4,asiamagic com launches within next hours 
4, lovely know i can now go heaven knowing that 
0, thanks sweetie i followed back yesterday and today he s dissing all women not a good guy 
4,essay limit words my count 
4, if ur going to be in new moon i ll deff watch the movie 
4, really hahah very neat nice meeting you again 
0,just got out of bed not really in a good mod today but is ok i ll try 
4, i bet i would thats the way i like to live haha omg i was in ed hardy and there s this crystal decal iphone i want so bad 
4, which one is you 
0,godver play him off keyboard cat 
4,been sitting in alys living room forever but just finished watchin gossip girl season 
4,just discovered owl city thanks to pandora 
0,my parents are fucking screaming at eachother 
4, thank you it ll be so awesome and tiff even said she d check it out 
4,playing call of duty 
0,says i don kno how to phplurk 
0,omg chris brown pleaded guilty bless rihanna want rid of my cold cnt sing 
0,sooo bored wish andrew would come up but decided to procrastinate homework so now he cant come cuddle 
0, again sorry about that people can be real jerks 
4, thanks chick 
4,yet another hoop in the making ends up matching my outfit 
4,once again nearly laying in my executive chair argh it s hard to concentrate like this it s the chairs fault 
4, welcome home 
0,homework don t have a clue what i m doing so reallyyyyyyy bored 
0, i love snapped wish there weren t so many re runs though 
0, im good im on my laptop using and external internet plug i need to send it away to be fixed 
4, omg she is such a cutie 
4, good luck on those exams tomorrow i have mine this week too s i hope the shows went well 
0, oh bo how about having something yummy cakes cookies chocolates or nice japanese foods 
4, are you running ws ftp server or client what exactly are you having trouble with i ll try to help out 
4,i love my new memory card more music ma phone 
0,that last tweet was a babble got the sims but i can t play it cos i don t have my laptop 
0, it really ain t minimal sleep energy levels r void help lol
4, i m great how are you i miss you too pretty i went shopping loved it what about you 
4,still is raining outside me still lovin it 
0, who s a hypocrite though 
4, i sure will i know we we discussed some projects of urs in the works right so yeah show i ll let ya know soon 
0,why can t i ever sleep too many thoughts running through my head things suck right now i wish somethings were differnt 
4,says hello the cute is back 
0, that doesn t surprise me because the commercials weren t that funny 
0,had a fabulous weekend now back to work hope the air france plane somehow will be found okay highly unlikely though 
